wd:Q191067,pr:publication-type,wd:P1476,wd:P1680,wd:P50,Helper author,wd:P356,wd:P6962,wd:P136,wd:P304,wd:P433,wd:P478,wd:P577,wd:P582,wd:P580,wd:P527,Helper works included,wd:P921,Helper subject Item ID,pr:subject-place,pr:subject-of,Helper subject of,pr:note-trend,pr:source,pr:internal-source,wd:P291,wd:P17,pr:publication-location,wd:P123,Helper publisher,pr:loc-subject,wd:P856,wd:P655,Helper translator,wd:P736,Helper cover artist,wd:P110,Helper illustrator,wd:P767,Helper contributor,pr:author-location,wd:P407,wd:P7937,pr:dedication,wd:P7535,pr:note-contents,wd:P485,Helper holding institution,pr:note-holding-institution,pr:note-copy,wd:P170,Helper data curator,pr:fieldwork-date,pr:fieldwork-note,pr:library-loan,pr:library-copy-url
,,لحظة هزلية؟ الاستثنائية النابلسية والثورة العثمانية عام 1908;A Farcical Moment? Nabulsi Exceptionalism and the 1908 Ottoman Revolution,,5628,"Tamari, Salim",,,,,,,1/1/2014,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"""بعثة علمية"" إلى غاليبولي: المثقفون السوريون-الفلسطينيون والحملة العثمانية ضد النزعة الانفصالية العربية;A “Scientific Expedition” to Gallipoli: The Syrian-Palestinian Intelligentsia and the Ottoman Campaign Against Arab Separatism",,5628,"Tamari, Salim",,,,,,,1/1/2014,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"أرثوذكسية عيسى العيسى غير الأرثوذكسية: ممنوع في القدس، مسموح به في يافا;Issa al Issa’s Unorthodox Orthodoxy: Banned in Jerusalem, Permitted in Jaffa",,5628,"Tamari, Salim",,,,,,,1/1/2014,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"استبعاد النكبة الفلسطينية من دراسات ""نوع الصدمة"";On the Exclusion of the Palestinian Nakba from the “Trauma Genre”",,9937,"Sayigh, Rosemary",,,,,,,1/11/2013,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,الحياة الطبيعية والعنف: التوق إلى الاعتيادي في خطاب الصراع الفلسطيني-الإسرائيلي;Normalcy and Violence: The Yearning for the Ordinary in Discourse of the Palestinian-Israeli Conflict,,5628,"Tamari, Salim",,,,,,,1/9/2013,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,راشد حسين الغائب الحاضر;Rashed Hussein: The Absent Present,,5733,"Khoury, Elias",,,,,,,1/9/2013,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,إميل حبيبي: حوار قبل عشرين عاماً;Emile Habibi: An Interview 20 Years Ago,,5466,"Habibi, Emile",,,,,,,1/9/2013,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,قياس القدس واستكشاف المُربّع;قياس القدس واستكشاف المُربّع,,5730,"Boullata, Kamal",,,,,,,1/9/2013,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"إحياء ذكرى غسان كنفاني، أو وطن يولد في الحكاية;Remembering Ghassan Kanafani, or How a Nation was Born of Storytelling",,5733,"Khoury, Elias",,,,,,,1/8/2013,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,التصوير الحربي عند خليل رعد: الحداثة العثمانية والنظرة التوراتية;The War Photography of Khalil Raad: Ottoman Modernity and the Biblical Gaze,,5628,"Tamari, Salim",,,,,,,1/1/2013,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,سمير الصايغ: الحرية ولغة القلب;Samir Sayigh: Freedom and the Language of the Heart,,5733,"Khoury, Elias",,,,,,,1/1/2013,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"""المنفى قوي جداً في داخلي، وقد أحضره معي إلى الوطن"": مقابلة مميّزة مع محمود درويش عام 1996;""Exile Is So Strong Within Me, I May Bring It To the Land"": A Landmark 1996 Interview with Mahmoud Darwish",,5484,"Darwish, Mahmoud",,,,,,,1/9/2012,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,في الذكرى الأربعين لغياب غسان كنفاني: وطن يولد في الحكاية;In Commemorating the Fortieth Anniversary of Ghassan Kanafani's Absence: A Homeland Is Born in the Story,,5733,"Khoury, Elias",,,,,,,1/9/2012,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,في هذا العدد: الهزيمة الحزيرانية والاستعمار الاستيطاني;في هذا العدد: الهزيمة الحزيرانية والاستعمار الاستيطاني,,5733,"Khoury, Elias",,,,,,,27/6/2012,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"محجوب عمر: الفدائي و""خدّام اللطافة"";Mahjoub 'Omar: The Fida'i and the Humorist",,5733,"Khoury, Elias",,,,,,,27/6/2012,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,أم الغريب: تخطيط المدن وتطور الحيِّز العام في فلسطين العثمانية;أم الغريب: تخطيط المدن وتطور الحيِّز العام في فلسطين العثمانية,,5628,"Tamari, Salim",,,,,,,1/6/2012,,,,,,,,,,,https://www.palestine-studies.org/en/journals/hq/about,,,,,,Hawliyat al-Quds,,,,,,,,,,,,,,,,,,,,,,,,,,
,,في هذا العدد: أصوات فلسطينية جديدة;في هذا العدد: أصوات فلسطينية جديدة,,5733,"Khoury, Elias",,,,,,,1/3/2012,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,أسئلة الحقيقة والخيال في ثلاث روايات;Questions of Truth and Fiction in Three Novels,,5733,"Khoury, Elias",,,,,,,1/1/2012,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,النكبة المستمرة;The Continuous Nakba,,5733,"Khoury, Elias",,,,,,,1/1/2012,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,جوليانو مير خميس: حاضر الذاكرة;Juliano Mer-Khamis: The Presence of Memory,,5733,"Khoury, Elias",,,,,,,1/9/2011,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,في هذا العدد: النكبة والمصالحة والحرية;في هذا العدد: النكبة والمصالحة والحرية,,5733,"Khoury, Elias",,,,,,,1/6/2011,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,القيامة الآن: أفكار في حضرة الثورة;Apocalypse Now: Thoughts on the Revolution,,7663,"Antoon, Sinan",,,,,,,1/3/2011,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,في هذا العدد: حين يتصالح العرب مع التاريخ;في هذا العدد: حين يتصالح العرب مع التاريخ,,5733,"Khoury, Elias",,,,,,,1/3/2011,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"""تسريب أوراق فلسطين"" وإضفاء القداسة على فضاء مدينة القدس؟;The ‘Palestine Paper Leaks’ and the Sacralization of Jerusalem City Space?",,5628,"Tamari, Salim",,,,,,,1/1/2011,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,تغيير التصورات العثمانية لفلسطين: الجزء الثاني: الإثنوغرافيا ورسم الخرائط;Shifting Ottoman Conceptions of Palestine: Part 2: Ethnography and Cartography,,5628,"Tamari, Salim",,,,,,,1/1/2011,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,تغيير التصورات العثمانية لفلسطين: الجزء الأول: رسالة فلسطين والجَمالان;Shifting Ottoman Conceptions of Palestine: Part 1: Filistin Risalesi and the two Jamals,,5628,"Tamari, Salim",,,,,,,1/1/2011,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,الرؤية العثمانية لفلسطين: الترسيم العثماني الإثنوغرافي لفلسطين وسورية;The Ottoman Vision of Palestine: The Ottoman Ethnographic Demarcation of Palestine and Syria,,5628,"Tamari, Salim",,,,,,,1/9/2010,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,في هذا العدد;In This Issue,,5733,"Khoury, Elias",,,,,,,1/9/2010,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,محمود درويش: الهوية وسؤال الضحية;Mahmoud Darwish: Identity and the Question of the Victim,,5733,"Khoury, Elias",,,,,,,1/6/2010,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,داود زلاطيمو ورسم القدس أوائل فترة الانتداب;Daoud Zalatimo and Jerusalem Painting During the Early Mandate,,5730,"Boullata, Kamal",,,,,,,1/1/2010,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"الاحتلال كغزو معماري :انطباعات حول كتاب وايزمن ""الأرض الجوفاء"";الاحتلال كغزو معماري :انطباعات حول كتاب وايزمن ""الأرض الجوفاء""",,5628,"Tamari, Salim",,,,,,,1/12/2009,,,,,,,,,,,https://www.palestine-studies.org/en/journals/hq/about,,,,,,Hawliyat al-Quds,,,,,,,,,,,,,,,,,,,,,,,,,,
,,حديث فلسطيني: مقابلة مع روز ماري صايغ;Speaking Palestinian: An Interview with Rosemary Sayigh,,9937,"Sayigh, Rosemary",,,,,,,1/7/2009,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"الاحتلال كغزو معماري :انطباعات حول كتاب وايزمن ""الأرض الجوفاء"";An Architectural Laboratory of the Extreme? Reflections on Weizman’s Hollow Land",,5628,"Tamari, Salim",,,,,,,1/1/2009,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ذكريات الطفولة في القدس ورام الله;Childhood Memories of Jerusalem and Ramallah,,5657,"Shukair, Mahmoud",,,,,,,1/1/2009,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,شكراً لكم لأنكم تقاومون الدعوة للرقص على قبورنا;شكراً لكم لأنكم تقاومون الدعوة للرقص على قبورنا,,5484,"Darwish, Mahmoud",,,,,,,1/9/2008,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,مع ناقة الله في سيبيريا: عارف العارف في الأسر الروسي خلال الحرب العالمية الأولى;With Naqat Allah in Siberia: 'Arif al-'Arif in Russian Captivity during World War I,,5628,"Tamari, Salim",,,,,,,1/9/2008,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,مجنون سلطانة;مجنون سلطانة,,5657,"Shukair, Mahmoud",,,,,,,1/1/2008,,,,,,,,,,,https://www.palestine-studies.org/en/journals/hq/about,,,,,,Hawliyat al-Quds,,,,,,,,,,,,,,,,,,,,,,,,,,
,,مع ناقة الله في سيبيريا: ضابط عثماني مقدسي في المنفى الروسي;With God’s Camel in Siberia: The Russian Exile of an Ottoman Officer from Jerusalem,,5628,"Tamari, Salim",,,,,,,1/1/2008,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,عام الجراد: مذكرات جندي مقدسي في الحرب العظمى;عام الجراد: مذكرات جندي مقدسي في الحرب العظمى,,5628,"Tamari, Salim",,,,,,,1/3/2007,,,,,,,,,,,https://www.palestine-studies.org/en/journals/hq/about,,,,,,Hawliyat al-Quds,,,,,,,,,,,,,,,,,,,,,,,,,,
,,حياة العسكري إحسان القصيرة: القدس 1915;The Short Life of Private Ihsan: Jerusalem 1915,,5628,"Tamari, Salim",,,,,,,1/1/2007,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"فيشباخ. ""وثائق نزع الملكية: أملاك اللاجئين الفلسطينيين والصراع العربي ـ الإسرائيلي"" (بالانكليزية);Fischbach, Records of Dispossession: Palestinian Refugee Property and the Arab-Israeli Conflict",,5628,"Tamari, Salim",,,,,,,1/9/2005,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"العظمة. ""قسطنطين زريق عربي للقرن العشرين"" (بالعربية);Al-Azmeh, Constantine Zurayk: An Arab for the 20th Century",,5642,"Darraj, Faisal",,,,,,,1/3/2005,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ما بين الأعيان والأوباش: الرؤية الجوهرية في تاريخ القدس الانتدابية;ما بين الأعيان والأوباش: الرؤية الجوهرية في تاريخ القدس الانتدابية,,5628,"Tamari, Salim",,,,,,,1/1/2005,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,الفن تحت الحصار;Art under the Siege,,5730,"Boullata, Kamal",,,,,,,1/7/2004,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,إسحق الشامي ومعضلة العربي اليهودي في فلسطين;Ishaq al-Shami and the Predicament of the Arab Jew in Palestine,,5628,"Tamari, Salim",,,,,,,1/6/2004,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"البُرْص و ""المجاذيب"" والأولياء الصالحون: إثنوغرافيا الأصول الجذورية لدى توفيق كنعان وحلقته المقدسية;Lepers, Lunatics and Saints: The Nativist Ethnography of Tawﬁq Canaan and His Jerusalem Circle",,5628,"Tamari, Salim",,,,,,,1/3/2004,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"البُرْص و ""المجاذيب"" والأولياء الصالحون: إثنوغرافيا الأصول الجذورية لدى توفيق كنعان وحلقته المقدسية;Lepers, Lunatics and Saints: The Nativist Ethnography of Tawfiq Canaan and his Jerusalem Circle",,5628,"Tamari, Salim",,,,,,,1/1/2004,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,القدس في القلب - فنانان حضريان في المنفى;Jerusalem in the Heart - Two Urban Artists in Exile,,5730,"Boullata, Kamal",,,,,,,1/1/2004,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,مقهى الصعاليك وإمارة البطالة المقدسية;مقهى الصعاليك وإمارة البطالة المقدسية,,5628,"Tamari, Salim",,,,,,,1/1/2004,,,,,,,,,,,https://www.palestine-studies.org/en/journals/hq/about,,,,,,Hawliyat al-Quds,,,,,,,,,,,,,,,,,,,,,,,,,,
,,إسحق الشامي ومعضلة العربي اليهودي في فلسطين;Ishaq al-Shami and the Predicament of the Arab Jew in Palestine,,5628,"Tamari, Salim",,,,,,,1/1/2004,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,مقهى الصعاليك وإمارة البطالة المقدسية;The Vagabond Cafe' and Jerusalem's Prince of Idleness,,5628,"Tamari, Salim",,,,,,,1/1/2004,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"السكاكيني في نيويورك: الفترة التكوينية في حياة أديب مقدسي، 1907-1908;A Miserable Year in Brooklyn: Khalil Sakakini in America, 1907– 1908",,5628,"Tamari, Salim",,,,,,,1/9/2003,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,فنانون يتذكرون فلسطين في بيروت;Artists Re-member Palestine in Beirut,,5730,"Boullata, Kamal",,,,,,,1/7/2003,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"هيرست. ""البندقية وغصن الزيتون: جذور العنف في الشرق الأوسط"" (بالعربية);Hirst, The Gun and the Olive Branch",,8908,"al-Dajjani, Hisham",,,,,,,1/6/2003,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,آخر الإقطاعيين في فلسطين;The Last Feudal Lord in Palestine,,5628,"Tamari, Salim",,,,,,,1/3/2003,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,بلشفي القدس الغامض: قراءة في مذكرات نجاتي صدقي;بلشفي القدس الغامض: قراءة في مذكرات نجاتي صدقي,,5628,"Tamari, Salim",,,,,,,1/3/2003,,,,,,,,,,,https://www.palestine-studies.org/en/journals/hq/about,,,,,,Hawliyat al-Quds,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"السكاكيني في نيويورك: الفترة التكوينية في حياة أديب مقدسي، 1907-1908;A Miserable Year in Brooklyn: Khalil Sakakini in America, 1907-1908",,5628,"Tamari, Salim",,,,,,,1/1/2003,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,مقهى الصعاليك وإمارة البطالة المقدسية;The Vagabond Café and Jerusalem's Prince of Idleness,,5628,"Tamari, Salim",,,,,,,1/1/2003,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,من يحكم فلسطين؟;Who Governs Palestine?,,5628,"Tamari, Salim",,,,,,,1/9/2002,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,النقد الرمزي لاتفاق أوسلو عند محمود درويش;Mahmud Darwish's Al-legorical Critique of Oslo,,7663,"Antoon, Sinan",,,,,,,1/6/2002,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,قصة حب بين شاعر عربي وأرضه;A Love Story between an Arab Poet and His Land,,5484,"Darwish, Mahmoud",,,,,,,1/4/2002,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,بلشفي القدس الغامض: قراءة في مذكرات نجاتي صدقي;The Bolshevik of Jerusalem: The Memoirs of Najati Sidqi,,5628,"Tamari, Salim",,,,,,,1/3/2002,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,النقد الرمزي لاتفاق أوسلو عند محمود درويش;Mahmud Darwish's Allegorical Critique of Oslo,,7663,"Antoon, Sinan",,,,,,,1/1/2002,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,آخر الإقطاعيين في فلسطين;The Last Feudal Lord in Palestine,,5628,"Tamari, Salim",,,,,,,1/1/2002,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,عاصم أبو شقرة: عين الفنان وشجرة الصبار;Asim Abu Shaqra: The Artist's Eye and the Cactus Tree,,5730,"Boullata, Kamal",,,,,,,1/7/2001,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,بلشفي القدس الغامض: قراءة في مذكرات نجاتي صدقي;The Enigmatic Jerusalem Bolshevik: The Memoirs of Najati Siqi,,5628,"Tamari, Salim",,,,,,,1/1/2001,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,السحر المريب لثنائية القومية;The Dubious Lure of Binationalism,,5628,"Tamari, Salim",,,,,,,1/10/2000,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"الحداثة في القدس العثمانية: المذكرات الجوهرية، 1904 ـ 1917;Jerusalem’s Ottoman Modernity: The Times and Lives of Wasif Jawhariyya",,5628,"Tamari, Salim",,,,,,,1/9/2000,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"العامري. ""خصائص ترسانة إسرائيل النووية وبناء 'الشرق الأوسط الجديد'"" (بالعربية);Amiri, Israel's Nuclear Arsenal and the New Middle East",,8908,"al-Dajjani, Hisham",,,,,,,1/6/2000,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"الحداثة في القدس العثمانية: المذكرات الجوهرية، 1904 ـ 1917;Jerusalem's Ottoman Modernity: The Times and Lives of Wasif Jawhariyyeh",,5628,"Tamari, Salim",,,,,,,1/1/2000,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"الوطن المخيم ـ الوطن المنفى;The Homeland/Camp, the Homeland/Exile",,5733,"Khoury, Elias",,,,,,,1/1/2000,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,اللاجئون الفلسطينيون والمفاوضات الفلسطينية-الإسرائيلية;Palestinian Refugees and the Palestinian-Israeli Negotiations,,5628,"Tamari, Salim",,,,,,,1/10/1999,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,تحية إلى سميح القاسم في عيد ميلاده الستين: الإبداع الشعري في الهوية الوطنية;Samih al-Qasim on His Sixtieth Birthday: The Poetic Ingenuity and National Identity,,5642,"Darraj, Faisal",,,,,,,1/9/1999,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"معوز. ""سورية وإسرائيل: من الحرب إلى صناعة السلام"" (بالعربية);Ma'oz, Syria and Israel: From War to Peacemaking",,8908,"al-Dajjani, Hisham",,,,,,,1/9/1999,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
